original,clean_legal_name,search_core_name,predecessor,status,successor,fdic_query_main,fdic_query_pred
Sun National Bank,Sun National Bank,Sun National Bank,,Active,,NAME:*SUN\ NATIONAL\ BANK*,
Sun West Bank,Sun West Bank,Sun West Bank,,Active,,NAME:*SUN\ WEST\ BANK*,
SunTrust Bank,SunTrust Bank,SunTrust Bank,,Acquired,,NAME:*SUNTRUST\ BANK*,
SunTrust Banks Inc,SunTrust Banks Inc,SunTrust Banks,,Acquired,,NAME:*SUNTRUST\ BANKS*,
Suncrest Bank,Suncrest Bank,Suncrest Bank,,Active,,NAME:*SUNCREST\ BANK*,
Sunflower Bank,Sunflower Bank,Sunflower Bank,,Active,,NAME:*SUNFLOWER\ BANK*,
Sunny Bank,Sunny Bank,Sunny Bank,,Active,,NAME:*SUNNY\ BANK*,
Sunrise Banks NA,Sunrise Banks NA,Sunrise Banks,,Active,,NAME:*SUNRISE\ BANKS*,
Susquehanna Bank,Susquehanna Bank,Susquehanna Bank,,Acquired,,NAME:*SUSQUEHANNA\ BANK*,
Susser Bank,Susser Bank,Susser Bank,,Active,,NAME:*SUSSER\ BANK*,
Security State Bank,Security State Bank,Security State Bank,,Active,,NAME:*SECURITY\ STATE\ BANK*,
ServisFirst Bank,ServisFirst Bank,ServisFirst Bank,,Active,,NAME:*SERVISFIRST\ BANK*,
Shore Bank,Shore Bank,Shore Bank,,Failed,,NAME:*SHORE\ BANK*,
Shore United Bank,Shore United Bank,Shore United Bank,,Active,,NAME:*SHORE\ UNITED\ BANK*,
ShoreBank Pacific,ShoreBank Pacific,ShoreBank Pacific,,Failed,,NAME:*SHOREBANK\ PACIFIC*,
Signature Bank,Signature Bank,Signature Bank,,Failed,,NAME:*SIGNATURE\ BANK*,
Silicon Valley Bancshares,Silicon Valley Bancshares,Silicon Valley Bancshares,,Acquired,,NAME:*SILICON\ VALLEY\ BANCSHARES*,
Saraswat Cooperative Bank Ltd,Saraswat Cooperative Bank Ltd,Saraswat Cooperative Bank,,Active,,NAME:*SARASWAT\ COOPERATIVE\ BANK*,
Regent Bank,Regent Bank,Regent Bank,,Active,,NAME:*REGENT\ BANK*,
Regents Bank,Regents Bank,Regents Bank,,Active,,NAME:*REGENTS\ BANK*,
Regions,Regions Bank,Regions Bank,,Active,,NAME:*REGIONS\ BANK*,
Regions Bank,"Regions Bank, N.A.",Regions Bank,,Active,,NAME:*REGIONS\ BANK*,
Regions Financial Corp,Regions Financial Corporation,Regions Financial,,Active,,NAME:*REGIONS\ FINANCIAL*,
Renasant Bank,Renasant Bank,Renasant Bank,,Active,,NAME:*RENASANT\ BANK*,
Renesant Bank,Renasant Bank,Renasant Bank,,Active,,NAME:*RENASANT\ BANK*,
Republic Bancorp,"Republic Bancorp, Inc.",Republic Bancorp,,Active,,NAME:*REPUBLIC\ BANCORP*,
Republic Bank,Republic Bank,Republic Bank,,Active,,NAME:*REPUBLIC\ BANK*,
Republic Bank & Trust,Republic Bank & Trust,Republic Bank & Trust,,Active,,NAME:*REPUBLIC\ BANK\ TRUST*,
Republic Bank of Chicago,Republic Bank,Republic Bank,,Active,,NAME:*REPUBLIC\ BANK*,
Republic First Bank,Republic First Bank,Republic First Bank,,Active,,NAME:*REPUBLIC\ FIRST\ BANK*,
Riggs Bank NA,"Riggs Bank, N.A.",Riggs Bank,,Acquired,,NAME:*RIGGS\ BANK*,
River Bank & Trust,River Bank & Trust,River Bank & Trust,,Active,,NAME:*RIVER\ BANK\ TRUST*,
River City Bank,River City Bank,River City Bank,,Active,,NAME:*RIVER\ CITY\ BANK*,
River Valley Bank,River Valley Bank,River Valley Bank,,Active,,NAME:*RIVER\ VALLEY\ BANK*,
Robertson Banking Co,Robertson Banking Company,Robertson Banking,,Active,,NAME:*ROBERTSON\ BANKING*,
Rockland Trust,Rockland Trust Company,Rockland Trust,,Active,,NAME:*ROCKLAND\ TRUST*,
Rockville Bank,Rockville Bank,Rockville Bank,,Active,,NAME:*ROCKVILLE\ BANK*,
Rocky Mountain Bank,Rocky Mountain Bank,Rocky Mountain Bank,,Active,,NAME:*ROCKY\ MOUNTAIN\ BANK*,
Stadsparkasse Duesseldorf,Stadsparkasse Duesseldorf,Stadsparkasse Duesseldorf,,Active,,NAME:*STADSPARKASSE\ DUESSELDORF*,
Stadt und Kreis Sparkasse Leipzig,Stadt und Kreis Sparkasse Leipzig,Stadt und Kreis Sparkasse Leipzig,,Active,,NAME:*STADT\ UND\ KREIS\ SPARKASSE\ LEIPZIG*,
Stadtsparkasse Dusseldorf,Stadtsparkasse Dusseldorf,Stadtsparkasse Dusseldorf,,Active,,NAME:*STADTSPARKASSE\ DUSSELDORF*,
Stadtsparkasse Oberhausen,Stadtsparkasse Oberhausen,Stadtsparkasse Oberhausen,,Active,,NAME:*STADTSPARKASSE\ OBERHAUSEN*,
Stanbic Bank Ghana,Stanbic Bank,Stanbic Bank,,Active,,NAME:*STANBIC\ BANK*,
Stanbic Bank Tanzania Limited,Stanbic Bank Limited,Stanbic Bank,,Active,,NAME:*STANBIC\ BANK*,
Stanbic Bank Uganda,Stanbic Bank,Stanbic Bank,,Active,,NAME:*STANBIC\ BANK*,
Stanbic Bank [Nigeria],Stanbic Bank,Stanbic Bank,,Acquired,,NAME:*STANBIC\ BANK*,
Stanbic IBTC Bank Plc,Stanbic IBTC Bank Plc,Stanbic IBTC Bank,Stanbic Bank Nigeria,Active,,NAME:*STANBIC\ IBTC\ BANK*,NAME:*STANBIC\ BANK\ NIGERIA*
Standard Bank & Trust Co,Standard Bank & Trust Company,Standard Bank & Trust,,Active,,NAME:*STANDARD\ BANK\ TRUST*,
Standard Bank Group Ltd,Standard Bank Group Ltd,Standard Bank Group,,Active,,NAME:*STANDARD\ BANK\ GROUP*,
Standard Bank Kenya Ltd,Standard Bank Kenya Ltd,Standard Bank Kenya,,Active,,NAME:*STANDARD\ BANK\ KENYA*,
Standard Bank Ltd (Bangladesh),Standard Bank Ltd,Standard Bank,,Active,,NAME:*STANDARD\ BANK*,
Standard Bank Plc,Standard Bank Plc,Standard Bank,,Active,,NAME:*STANDARD\ BANK*,
Standard Bank Plc [Ex-Standard Bank London Ltd],Standard Bank Plc,Standard Bank,Standard Bank London Ltd,Active,,NAME:*STANDARD\ BANK*,NAME:*STANDARD\ BANK\ LONDON\ LTD*
Standard Bank [USA],Standard Bank,Standard Bank,,Active,,NAME:*STANDARD\ BANK*,
Standard Bank of South Africa Ltd,Standard Bank of South Africa Ltd,Standard Bank of South Africa,,Active,,NAME:*STANDARD\ BANK\ OF\ SOUTH\ AFRICA*,
Standard Chartered Bank (China) Ltd,Standard Chartered Bank Ltd,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank (Pakistan) Ltd,Standard Chartered Bank Ltd,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Australia,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Dubai Branch,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Ghana,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank HK,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Hong Kong,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank London,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Manila,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank New York,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Nigeria,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Plc [SCB],Standard Chartered Bank Plc,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Shanghai,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Singapore,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Singapore Branch,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Bank Tokyo,Standard Chartered Bank,Standard Chartered Bank,,Active,,NAME:*STANDARD\ CHARTERED\ BANK*,
Standard Chartered Plc,Standard Chartered Plc,Standard Chartered,,Active,,NAME:*STANDARD\ CHARTERED*,
Standard Federal Bank,Standard Federal Bank,Standard Federal Bank,,Acquired,,NAME:*STANDARD\ FEDERAL\ BANK*,
Stanford International Bank Ltd,Stanford International Bank Ltd,Stanford International Bank,,Failed,,NAME:*STANFORD\ INTERNATIONAL\ BANK*,
Star Bank,Star Bank,Star Bank,,Acquired,,NAME:*STAR\ BANK*,
Star Bank Corp,Star Bank Corp,Star Bank,,Acquired,,NAME:*STAR\ BANK*,
State Bank & Trust NA,State Bank & Trust NA,State Bank & Trust,,Active,,NAME:*STATE\ BANK\ TRUST*,
State Bank Group,State Bank Group,State Bank Group,,Active,,NAME:*STATE\ BANK\ GROUP*,
State Bank of Cross Plains,State Bank of Cross Plains,State Bank of Cross Plains,,Active,,NAME:*STATE\ BANK\ OF\ CROSS\ PLAINS*,
State Bank of India,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Bahrain,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India California,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Canada,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Colombo,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Frankfurt,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Hong Kong,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
State Bank of India Johannesburg,State Bank of India,State Bank of India,,Active,,NAME:*STATE\ BANK\ OF\ INDIA*,
Silicon Valley Bank,Silicon Valley Bank,Silicon Valley Bank,,Failed,,NAME:*SILICON\ VALLEY\ BANK*,
Silverton Bank,Silverton Bank,Silverton Bank,,Failed,,NAME:*SILVERTON\ BANK*,
Simmons Bank,Simmons Bank,Simmons Bank,,Active,,NAME:*SIMMONS\ BANK*,
Simmons First National Bank,Simmons First National Bank,Simmons First National Bank,,Active,,NAME:*SIMMONS\ FIRST\ NATIONAL\ BANK*,
Sky Bank,Sky Bank,Sky Bank,,Active,,NAME:*SKY\ BANK*,
SmartBank,SmartBank,SmartBank,,Active,,NAME:*SMARTBANK*,
Societe Generale Bank & Trust [SGBT],Societe Generale Bank & Trust,Societe Generale Bank Trust,,Active,,NAME:*SOCIETE\ GENERALE\ BANK\ TRUST*,
Solera Bank,Solera Bank,Solera Bank,,Acquired,,NAME:*SOLERA\ BANK*,
Solera National Bank,Solera National Bank,Solera National Bank,,Acquired,,NAME:*SOLERA\ NATIONAL\ BANK*,
Solutions Bank,Solutions Bank,Solutions Bank,,Active,,NAME:*SOLUTIONS\ BANK*,
South Carolina National Bank,South Carolina National Bank,South Carolina National Bank,,Active,,NAME:*SOUTH\ CAROLINA\ NATIONAL\ BANK*,
STAR Financial Bank,STAR Financial Bank,STAR Financial Bank,,Active,,NAME:*STAR\ FINANCIAL\ BANK*,
SVB Financial Group,SVB Financial Group,SVB Financial Group,,Failed,,NAME:*SVB\ FINANCIAL\ GROUP*,
SVC Co-Operative Bank Ltd,SVC Co-Operative Bank Ltd,SVC Co Operative Bank,,Active,,NAME:*SVC\ CO\ OPERATIVE\ BANK*,
Sabadell Bank,Sabadell Bank,Sabadell Bank,,Active,,NAME:*SABADELL\ BANK*,
Sabadell Multibanca,Sabadell Multibanca,Sabadell Multibanca,,Active,,NAME:*SABADELL\ MULTIBANCA*,
Sabadell United Bank NA,Sabadell United Bank NA,Sabadell United Bank,,Active,,NAME:*SABADELL\ UNITED\ BANK*,
SabadellAtlantico,SabadellAtlantico,SabadellAtlantico,,Active,,NAME:*SABADELLATLANTICO*,
Sabanci Bank Ltd [Ex-Sabanci Bank Plc],Sabanci Bank Ltd,Sabanci Bank,Sabanci Bank Plc,Active,,NAME:*SABANCI\ BANK*,NAME:*SABANCI\ BANK\ PLC*
Sabine State Bank & Trust Co,Sabine State Bank & Trust Co,Sabine State Bank Trust Co,,Active,,NAME:*SABINE\ STATE\ BANK\ TRUST\ CO*,
Sachsische Aufbaubank,Sachsische Aufbaubank,Sachsische Aufbaubank,,Active,,NAME:*SACHSISCHE\ AUFBAUBANK*,
Veritex Community Bank,Veritex Community Bank,Veritex Community Bank,,Active,,NAME:*VERITEX\ COMMUNITY\ BANK*,
Vertex Bank,Vertex Bank,Vertex Bank,,Active,,NAME:*VERTEX\ BANK*,
ViewPoint Bank,ViewPoint Bank,ViewPoint Bank,,Active,,NAME:*VIEWPOINT\ BANK*,
Village Bank,Village Bank,Village Bank,,Active,,NAME:*VILLAGE\ BANK*,
Village Bank & Trust NA,Village Bank & Trust NA,Village Bank & Trust,,Active,,NAME:*VILLAGE\ BANK\ TRUST*,
Virginia Commerce Bancorp Inc,Virginia Commerce Bancorp Inc,Virginia Commerce Bancorp,,Active,,NAME:*VIRGINIA\ COMMERCE\ BANCORP*,
WSFS Bank,Wilmington Savings Fund Society Bank,Wilmington Savings Fund Society Bank,,Active,,NAME:*WILMINGTON\ SAVINGS\ FUND\ SOCIETY\ BANK*,
Wachovia Bank,Wachovia Bank,Wachovia Bank,,Acquired,,NAME:*WACHOVIA\ BANK*,
Wachovia Bank NA,Wachovia Bank NA,Wachovia Bank,,Acquired,,NAME:*WACHOVIA\ BANK*,
Wachovia Corp,Wachovia Corp,Wachovia,,Acquired,,NAME:*WACHOVIA*,
Washington Bank,Washington Bank,Washington Bank,,Active,,NAME:*WASHINGTON\ BANK*,
Washington Federal Inc,Washington Federal Inc,Washington Federal,,Active,,NAME:*WASHINGTON\ FEDERAL*,
Washington Federal Savings Bank,Washington Federal Savings Bank,Washington Federal Savings Bank,,Active,,NAME:*WASHINGTON\ FEDERAL\ SAVINGS\ BANK*,
Washington Financial Bank,Washington Financial Bank,Washington Financial Bank,,Active,,NAME:*WASHINGTON\ FINANCIAL\ BANK*,
Washington Mutual Bank,Washington Mutual Bank,Washington Mutual Bank,,Failed,,NAME:*WASHINGTON\ MUTUAL\ BANK*,
Washington Trust,Washington Trust,Washington Trust,,Active,,NAME:*WASHINGTON\ TRUST*,
WaterStone Bank,WaterStone Bank,WaterStone Bank,,Active,,NAME:*WATERSTONE\ BANK*,
Watermark Bank,Watermark Bank,Watermark Bank,,Active,,NAME:*WATERMARK\ BANK*,
United Overseas Bank New York,United Overseas Bank,United Overseas Bank,,Active,,NAME:*UNITED\ OVERSEAS\ BANK*,
United Security Bancorporation,United Security Bancorporation,United Security Bancorporation,,Active,,NAME:*UNITED\ SECURITY\ BANCORPORATION*,
United Texas Bank,United Texas Bank,United Texas Bank,,Active,,NAME:*UNITED\ TEXAS\ BANK*,
United Trust Bank,United Trust Bank,United Trust Bank,,Active,,NAME:*UNITED\ TRUST\ BANK*,
United Western Bank,United Western Bank,United Western Bank,,Active,,NAME:*UNITED\ WESTERN\ BANK*,
Unity National Bank of Houston,Unity National Bank,Unity National Bank,,Active,,NAME:*UNITY\ NATIONAL\ BANK*,
Univest Bank and Trust Co,Univest Bank and Trust Co,Univest Bank and Trust,,Active,,NAME:*UNIVEST\ BANK\ AND\ TRUST*,
Univest National Bank,Univest National Bank,Univest National Bank,,Active,,NAME:*UNIVEST\ NATIONAL\ BANK*,
Unizan Bank NA,Unizan Bank NA,Unizan Bank,,Active,,NAME:*UNIZAN\ BANK*,
Urban Partnership Bank,Urban Partnership Bank,Urban Partnership Bank,,Active,,NAME:*URBAN\ PARTNERSHIP\ BANK*,
Utah Bank,Utah Bank,Utah Bank,,Active,,NAME:*UTAH\ BANK*,
VIST Bank,VIST Bank,VIST Bank,,Active,,NAME:*VIST\ BANK*,
Safra National Bank of New York,Safra National Bank of New York,Safra National Bank of New York,,Active,,NAME:*SAFRA\ NATIONAL\ BANK\ OF\ NEW\ YORK*,
Saitama Bank Ltd,Saitama Bank Ltd,Saitama Bank,,Active,,NAME:*SAITAMA\ BANK*,
Sal Oppenheim jr & Cie KGaA,Sal Oppenheim jr & Cie KGaA,Sal Oppenheim jr & Cie,,Acquired,,NAME:*SAL\ OPPENHEIM\ JR\ CIE*,
Salem 5 Bank,Salem 5 Bank,Salem 5 Bank,,Active,,NAME:*SALEM\ 5\ BANK*,
Salem Five Bank,Salem Five Bank,Salem Five Bank,,Active,,NAME:*SALEM\ FIVE\ BANK*,
Salem Five Cents Savings Bank,Salem Five Cents Savings Bank,Salem Five Cents Savings Bank,,Active,,NAME:*SALEM\ FIVE\ CENTS\ SAVINGS\ BANK*,
Salin Bank,Salin Bank,Salin Bank,,Active,,NAME:*SALIN\ BANK*,
Salzburger Landes-Hypothekenbank AG,Salzburger Landes-Hypothekenbank AG,Salzburger Landes-Hypothekenbank,,Active,,NAME:*SALZBURGER\ LANDESHYPOTHEKENBANK*,
Samba Bank,Samba Bank,Samba Bank,,Active,,NAME:*SAMBA\ BANK*,
Samba Financial Group,Samba Financial Group,Samba Financial Group,,Active,,NAME:*SAMBA\ FINANCIAL\ GROUP*,
Samba Financial Group [Ex-Saudi American Bank],Samba Financial Group,Samba Financial Group,Saudi American Bank,Active,,NAME:*SAMBA\ FINANCIAL\ GROUP*,NAME:*SAUDI\ AMERICAN\ BANK*
Sampo Bank Plc,Sampo Bank Plc,Sampo Bank,,Active,,NAME:*SAMPO\ BANK*,
San Diego National Bank,San Diego National Bank,San Diego National Bank,,Active,,NAME:*SAN\ DIEGO\ NATIONAL\ BANK*,
San Paolo IMI Hong Kong,San Paolo IMI,San Paolo IMI,,Acquired,,NAME:*SAN\ PAOLO\ IMI*,
San Paolo IMI SPA,San Paolo IMI SpA,San Paolo IMI,,Acquired,,NAME:*SAN\ PAOLO\ IMI*,
Sandy Spring Bank,Sandy Spring Bank,Sandy Spring Bank,,Active,,NAME:*SANDY\ SPRING\ BANK*,
Sanpaolo Bank Austria AG,Sanpaolo Bank Austria AG,Sanpaolo Bank Austria,,Acquired,,NAME:*SANPAOLO\ BANK\ AUSTRIA*,
Sanpaolo IMI Ireland Plc,Sanpaolo IMI Ireland Plc,Sanpaolo IMI Ireland,,Acquired,,NAME:*SANPAOLO\ IMI\ IRELAND*,
Sanpaolo IMI SpA,Sanpaolo IMI SpA,Sanpaolo IMI,,Acquired,,NAME:*SANPAOLO\ IMI*,
Sanpaolo IMI SpA Singapore Branch,Sanpaolo IMI SpA,Sanpaolo IMI,,Acquired,,NAME:*SANPAOLO\ IMI*,
Sanpaolo IMI SpA [Ex-Istituto Bancario Sanpaolo di Torino SpA],Sanpaolo IMI SpA,Sanpaolo IMI,Istituto Bancario Sanpaolo di Torino SpA,Acquired,,NAME:*SANPAOLO\ IMI*,NAME:*ISTITUTO\ BANCARIO\ SANPAOLO\ DI\ TORINO\ SPA*
Sanpaolo IMI SpA [Shanghai],Sanpaolo IMI SpA,Sanpaolo IMI,,Acquired,,NAME:*SANPAOLO\ IMI*,
Sanpaolo IMI SpA [Tokyo],Sanpaolo IMI SpA,Sanpaolo IMI,,Acquired,,NAME:*SANPAOLO\ IMI*,
Sanpaolo IMI SpA [US],Sanpaolo IMI SpA,Sanpaolo IMI,,Acquired,,NAME:*SANPAOLO\ IMI*,
Santa Barbara Bank & Trust,Santa Barbara Bank & Trust,Santa Barbara Bank & Trust,,Active,,NAME:*SANTA\ BARBARA\ BANK\ TRUST*,
Santa Cruz County Bank,Santa Cruz County Bank,Santa Cruz County Bank,,Active,,NAME:*SANTA\ CRUZ\ COUNTY\ BANK*,
Santa Lucia National Bank,Santa Lucia National Bank,Santa Lucia National Bank,,Active,,NAME:*SANTA\ LUCIA\ NATIONAL\ BANK*,
Santander Bank NA,Santander Bank NA,Santander Bank,,Active,,NAME:*SANTANDER\ BANK*,
Santander Central Hispano SA [Brazil],Santander Central Hispano SA,Santander Central Hispano,,Acquired,,NAME:*SANTANDER\ CENTRAL\ HISPANO*,
Santander Central Hispano SA [ex-Banco Central Hispanoamericano Benelux],Santander Central Hispano SA,Santander Central Hispano,Banco Central Hispanoamericano Benelux,Acquired,,NAME:*SANTANDER\ CENTRAL\ HISPANO*,NAME:*BANCO\ CENTRAL\ HISPANOAMERICANO\ BENELUX*
Southside Bank,Southside Bank,Southside Bank,,Active,,NAME:*SOUTHSIDE\ BANK*,
Southwest Bank,Southwest Bank,Southwest Bank,,Active,,NAME:*SOUTHWEST\ BANK*,
Southwest Bank of St Louis,Southwest Bank of St Louis,Southwest Bank of St Louis,,Active,,NAME:*SOUTHWEST\ BANK\ OF\ ST\ LOUIS*,
Southwest Bank of Texas,Southwest Bank of Texas,Southwest Bank of Texas,,Active,,NAME:*SOUTHWEST\ BANK\ OF\ TEXAS*,
Southwest Capital Bank,Southwest Capital Bank,Southwest Capital Bank,,Active,,NAME:*SOUTHWEST\ CAPITAL\ BANK*,
Sovereign Bancorp,Sovereign Bancorp,Sovereign Bancorp,,Acquired,,NAME:*SOVEREIGN\ BANCORP*,
Sovereign Bank,Sovereign Bank,Sovereign Bank,,Acquired,,NAME:*SOVEREIGN\ BANK*,
Spd Silicon Valley Bank,Silicon Valley Bank,Silicon Valley Bank,,Failed,,NAME:*SILICON\ VALLEY\ BANK*,
Spencer Savings Bank,Spencer Savings Bank,Spencer Savings Bank,,Active,,NAME:*SPENCER\ SAVINGS\ BANK*,
SpiritBank,SpiritBank,SpiritBank,,Active,,NAME:*SPIRITBANK*,
Square 1 Bank,Square 1 Bank,Square 1 Bank,,Active,,NAME:*SQUARE\ 1\ BANK*,
St Charles Bank & Trust Co,St Charles Bank & Trust Co,St Charles Bank & Trust Co,,Active,,NAME:*ST\ CHARLES\ BANK\ TRUST\ CO*,
St Johns Bank & Trust,St Johns Bank & Trust,St Johns Bank & Trust,,Active,,NAME:*ST\ JOHNS\ BANK\ TRUST*,
St Louis Bank,St Louis Bank,St Louis Bank,,Active,,NAME:*ST\ LOUIS\ BANK*,
Syndicate Bank,Syndicate Bank,Syndicate Bank,,Acquired,,NAME:*SYNDICATE\ BANK*,
Synovus Bank,Synovus Bank,Synovus Bank,,Active,,NAME:*SYNOVUS\ BANK*,
Synovus Financial Corp,Synovus Financial Corp,Synovus Financial,,Active,,NAME:*SYNOVUS\ FINANCIAL*,
TBK Bank,TBK Bank,TBK Bank,,Active,,NAME:*TBK\ BANK*,
TCF Bank Minnesota,TCF Bank Minnesota,TCF Bank Minnesota,,Acquired,,NAME:*TCF\ BANK\ MINNESOTA*,
TCF Banking & Savings FA,TCF Banking & Savings FA,TCF Banking & Savings FA,,Acquired,,NAME:*TCF\ BANKING\ SAVINGS\ FA*,
TCF Financial Corp,TCF Financial Corp,TCF Financial,,Acquired,,NAME:*TCF\ FINANCIAL*,
TCF National Bank,TCF National Bank,TCF National Bank,,Acquired,,NAME:*TCF\ NATIONAL\ BANK*,
TCF National Bank Minnesota,TCF National Bank Minnesota,TCF National Bank Minnesota,,Acquired,,NAME:*TCF\ NATIONAL\ BANK\ MINNESOTA*,
TD Bank NA,TD Bank,TD Bank,,Active,,NAME:*TD\ BANK*,
TD Banknorth NA,TD Banknorth,TD Banknorth,,Active,,NAME:*TD\ BANKNORTH*,
TIAA Bank,TIAA Bank,TIAA Bank,,Active,,NAME:*TIAA\ BANK*,
TIAA Bank [ex-Everbank],TIAA Bank,TIAA Bank,Everbank,Active,,NAME:*TIAA\ BANK*,NAME:*EVERBANK*
TIAA FSB Holdings Inc,TIAA FSB Holdings,TIAA FSB Holdings,,Active,,NAME:*TIAA\ FSB\ HOLDINGS*,
TIAA FSB Holdings Inc [ex-EverBank Financial Corp],TIAA FSB Holdings,TIAA FSB Holdings,EverBank Financial Corp,Active,,NAME:*TIAA\ FSB\ HOLDINGS*,NAME:*EVERBANK\ FINANCIAL\ CORP*
TIB Bank of the Keys,TIB Bank of the Keys,TIB Bank of the Keys,,Active,,NAME:*TIB\ BANK\ OF\ THE\ KEYS*,
Saratoga National Bank & Trust Co,Saratoga National Bank & Trust Company,Saratoga National Bank and Trust Co,,Active,,NAME:*SARATOGA\ NATIONAL\ BANK\ AND\ TRUST\ CO*,
Savings Institute Bank & Trust,Savings Institute Bank & Trust,Savings Institute Bank and Trust,,Active,,NAME:*SAVINGS\ INSTITUTE\ BANK\ AND\ TRUST*,
Schaumburg Bank & Trust Co,Schaumburg Bank & Trust Company,Schaumburg Bank and Trust Co,,Active,,NAME:*SCHAUMBURG\ BANK\ AND\ TRUST\ CO*,
ScotiaBank of Puerto Rico,ScotiaBank of Puerto Rico,ScotiaBank of Puerto Rico,,Active,,NAME:*SCOTIABANK\ OF\ PUERTO\ RICO*,
ScotiaBanc Inc,ScotiaBanc Inc,ScotiaBanc,,Acquired,,NAME:*SCOTIABANC*,
ScotiaBank Inc,ScotiaBank Inc,ScotiaBank,,Active,,NAME:*SCOTIABANK*,
Seacoast National Bank,Seacoast National Bank,Seacoast National Bank,,Active,,NAME:*SEACOAST\ NATIONAL\ BANK*,
Seaside Bank,Seaside Bank,Seaside Bank,,Active,,NAME:*SEASIDE\ BANK*,
Seaside National Bank & Trust,Seaside National Bank & Trust,Seaside National Bank and Trust,,Active,,NAME:*SEASIDE\ NATIONAL\ BANK\ AND\ TRUST*,
Seaway Bank & Trust Co,Seaway Bank & Trust Company,Seaway Bank and Trust Co,,Acquired,,NAME:*SEAWAY\ BANK\ AND\ TRUST\ CO*,
Seaway National Bank,Seaway National Bank,Seaway National Bank,,Acquired,,NAME:*SEAWAY\ NATIONAL\ BANK*,
Second Bank & Trust,Second Bank & Trust,Second Bank and Trust,,Active,,NAME:*SECOND\ BANK\ AND\ TRUST*,
Security Bank & Trust Co,Security Bank & Trust Company,Security Bank and Trust Co,,Active,,NAME:*SECURITY\ BANK\ AND\ TRUST\ CO*,
Security Bank Corp,Security Bank Corporation,Security Bank,,Active,,NAME:*SECURITY\ BANK*,
Security First Bank,Security First Bank,Security First Bank,,Active,,NAME:*SECURITY\ FIRST\ BANK*,
Security National Bank of Enid,Security National Bank of Enid,Security National Bank of Enid,,Active,,NAME:*SECURITY\ NATIONAL\ BANK\ OF\ ENID*,
Security National Bank of Omaha,Security National Bank of Omaha,Security National Bank of Omaha,,Active,,NAME:*SECURITY\ NATIONAL\ BANK\ OF\ OMAHA*,
South Side Trust and Savings Bank,South Side Trust and Savings Bank,South Side Trust and Savings Bank,,Active,,NAME:*SOUTH\ SIDE\ TRUST\ AND\ SAVINGS\ BANK*,
South State Bank,South State Bank,South State Bank,,Active,,NAME:*SOUTH\ STATE\ BANK*,
South Trust,South Trust,South Trust,,Acquired,,NAME:*SOUTH\ TRUST*,
South Valley National Bank,South Valley National Bank,South Valley National Bank,,Active,,NAME:*SOUTH\ VALLEY\ NATIONAL\ BANK*,
SouthPoint Bank,SouthPoint Bank,SouthPoint Bank,,Active,,NAME:*SOUTHPOINT\ BANK*,
